resume_text,job_role
"Candidate has experience as a Machine Learning Engineer. Skilled in Flask, Pandas, NLP, Data Analysis, AWS. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in Git, Data Analysis, AWS, Pandas, SQL, Tableau, Excel. Education: B.Sc Computer Science. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Pandas, Python, Communication, Deep Learning, NumPy, Data Analysis. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in Communication, Data Analysis, Git, NumPy, Docker. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a AI Engineer. Skilled in Communication, PyTorch, Flask, AWS, Pandas, Data Analysis, Azure, Problem Solving, Scikit-learn, C++. Education: B.Tech Information Technology. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Data Scientist. Skilled in Excel, Flask, AWS, Pandas, Data Analysis, NumPy, Power BI, Python, Tableau, Azure. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in Problem Solving, Docker, Python, Azure, AWS, Excel, Leadership, Deep Learning. Education: B.Sc Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in TensorFlow, NLP, Flask, Python, Java, Machine Learning, AWS, C++, Deep Learning, PyTorch. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in TensorFlow, Deep Learning, SQL, Docker, C++, Problem Solving, Scikit-learn, Flask, Git. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Deep Learning, Java, Pandas, Machine Learning, NLP, Docker, Azure, TensorFlow, PyTorch, Tableau. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in Data Analysis, TensorFlow, C++, Java, Azure, Docker, Deep Learning, Power BI. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a AI Engineer. Skilled in Scikit-learn, Git, Communication, Flask, Problem Solving, Python, NumPy, Machine Learning, Tableau, Leadership. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in C++, Machine Learning, NLP, Deep Learning, Docker, Java, Azure, AWS, Tableau. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a AI Engineer. Skilled in Communication, Docker, Python, SQL, C++, Leadership, Problem Solving, NumPy, Git, Scikit-learn. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Business Analyst. Skilled in Excel, Power BI, Deep Learning, Azure, PyTorch, Problem Solving, Tableau. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Scientist. Skilled in NLP, Machine Learning, Azure, Communication, Power BI, Pandas. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in TensorFlow, AWS, Docker, Java, Power BI, Flask, Pandas, NLP, PyTorch, Problem Solving. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Software Engineer. Skilled in Scikit-learn, SQL, Excel, NumPy, Communication, Data Analysis, Power BI, Leadership. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Scientist. Skilled in Pandas, Java, SQL, Excel, C++, PyTorch, Data Analysis, Machine Learning, NLP. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in C++, Scikit-learn, Excel, Machine Learning, Pandas. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in NLP, Excel, Tableau, PyTorch, NumPy, Machine Learning, TensorFlow, Azure. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in Tableau, Docker, Git, Communication, AWS, Python, Azure, Leadership, Data Analysis, Java. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Power BI, C++, Problem Solving, Docker, Azure, Machine Learning, NLP. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Software Engineer. Skilled in TensorFlow, Python, PyTorch, Docker, Power BI, SQL, Scikit-learn. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Software Engineer. Skilled in Machine Learning, Communication, Git, PyTorch, Azure, Python, Excel. Education: B.Tech Computer Science. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Business Analyst. Skilled in SQL, Scikit-learn, Problem Solving, Leadership, TensorFlow, PyTorch. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Data Analyst. Skilled in Power BI, Python, Java, Excel, Deep Learning, C++. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Software Engineer. Skilled in Problem Solving, Docker, Leadership, Git, AWS, Python. Education: M.Tech Artificial Intelligence. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Software Engineer
"Candidate has experience as a Data Analyst. Skilled in Power BI, Communication, Machine Learning, Azure, Problem Solving, PyTorch, Flask, Deep Learning, Leadership. Education: M.Tech Artificial Intelligence. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Python, Leadership, SQL, Docker, Azure, C++, Java, Git, NLP. Education: B.Tech Computer Science. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Data Analyst. Skilled in Git, TensorFlow, Scikit-learn, SQL, NumPy, Machine Learning, Pandas, AWS, Problem Solving. Education: MCA. Experience: 1 year. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a AI Engineer. Skilled in SQL, Tableau, Communication, Data Analysis, Java, AWS, Leadership, Scikit-learn. Education: M.Tech Artificial Intelligence. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",AI Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in Git, Pandas, Scikit-learn, Leadership, Python, Machine Learning, Power BI, Data Analysis, Tableau, PyTorch. Education: MCA. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Machine Learning Engineer. Skilled in NLP, Communication, AWS, C++, Data Analysis, Azure, Tableau. Education: MCA. Experience: 2 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Java, Excel, Machine Learning, Problem Solving, C++, AWS, SQL, Docker. Education: B.Tech Information Technology. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Analyst. Skilled in Pandas, Problem Solving, Docker, Deep Learning, SQL, Azure, AWS. Education: B.Sc Computer Science. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Analyst
"Candidate has experience as a Business Analyst. Skilled in Problem Solving, Java, SQL, Leadership, Python, Deep Learning, Azure, AWS, Docker, Excel. Education: MCA. Experience: Fresher. Worked on multiple real-world projects and team collaborations.",Business Analyst
"Candidate has experience as a Machine Learning Engineer. Skilled in Scikit-learn, Excel, Tableau, AWS, Communication, PyTorch, Git, Java, Power BI, Leadership. Education: M.Tech Artificial Intelligence. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
"Candidate has experience as a Data Scientist. Skilled in Problem Solving, Azure, Power BI, Docker, Excel, Machine Learning, NLP, Tableau. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Data Scientist. Skilled in TensorFlow, NumPy, Azure, Power BI, Docker, Excel, Leadership, Flask. Education: MCA. Experience: 5 years. Worked on multiple real-world projects and team collaborations.",Data Scientist
"Candidate has experience as a Machine Learning Engineer. Skilled in SQL, Communication, Leadership, Problem Solving, Excel, Python, Machine Learning. Education: B.Tech Information Technology. Experience: 3 years. Worked on multiple real-world projects and team collaborations.",Machine Learning Engineer
